group,name , code
,Pajisje dhe furnizime diagnostike dhe radio-diagnostike,33124000-5
,Pajisje diagnostike,33124100-6
,Sisteme diagnostike,33124110-9
,Pajisje diagnostike me ultratinguj,33124120-2
,Furnizimet diagnostike,33124130-5
,Shirita lakmusi,33124131-2
,Pajisje radio-diagnostike,33124200-7
,Furnizime radio-diagnostike,33124210-0
,"Urologji, pajisje eksplorimi",33125000-2
,Pajisje të stomatologjisë,33126000-9
,Pajisje immuno-analiza,33127000-6
,Lazer mjekësor përveç për kirurgji,33128000-3
,Instrumente dhe pajisje dentare dhe nën-specialitete,33130000-0
,Instrumente dentare dore,33131000-7
,Instrumente dentare kirurgjikale,33131100-8
,"Darë, furça, depresorë dhe lustrues dentarë",33131110-1
,Darë dentare,33131111-8
,Furça dentare operative,33131112-5
,Depresorë dentarë,33131113-2
,Lustrues dentarë,33131114-9
,"Kriokirugji dentare, matës, ashensorë dhe ekskavatorë dentarë",33131120-4
,Njësi dentare kriokirurgjike,33131121-1
,Matës të thellësisë dentare,33131122-8
,Ashensorë dentare,33131123-5
,Ekskavatorë dentare,33131124-2
,Mbrojtës gishtash dhe pinca dentare,33131130-7
,Mbrojtës gishtash dentare,33131131-4
,Pincë dentare,33131132-1
,Pasqyra dhe freza dentare,33131140-0
,Pasqyra dentare,33131141-7
,Freza dentare,33131142-4
,"Dentare zgjedh root tip, scalers dhe shkallë",33131150-3
,Mbledhëse e majave të rrënjëve dentare,33131151-0
,Scalers dentare,33131152-7
,Shkalla dentare,33131153-4
,Gërshërë dhe thika dentare,33131160-6
,Gërshërë dentare,33131161-3
,Thika dentare,33131162-0
,"Spatulas dentare, piskatore dhe carvers dylli",33131170-9
,Spatulas dentare,33131171-6
,Piskatore dentare,33131172-3
,Gdhendës dylli dentar,33131173-0
,Gjilpërë qepjeje dentare,33131200-9
,Instrument dentare një-përdorimshe,33131300-0
,Sonda dentare,33131400-1
,Instrumente të nxjerrjes dentare,33131500-2
,Turielë dentare,33131510-5
,Instrument dentar për mbushje,33131600-3
,Implant dentar,33132000-4
,Pajisje të gjurmëve dentare,33133000-1
,Pajisje endodontike,33134000-8
,Pajisje ortodontike,33135000-5
,Instrument rrotullues dhe gërryes,33136000-2
,Pajisje dentare profilaksie,33137000-9
,Prosthodontic and relining products,33138000-6
,Protezat,33138100-7
,Materiale mjekësore të konsumueshme,33140000-3
,Materiale mjekësore konsumi jo-kimike dhe hematologjike,33141000-0
,"Furnizime fasho, penj, kapëse, qepje",33141100-1
,Fasho,33141110-4
,Fasho ngjitëse,33141111-1
,Leukoplaste,33141112-8
,Fasho,33141113-4
,Garzë mjekësore,33141114-2
,Tampone mjekësore,33141115-9
,Pako fashosh,33141116-6
,Mbushje pambuku,33141117-3
,Peceta,33141118-0
,Fasha,33141119-7
,"Furnizime qepjeje, penj, kapëse",33141120-7
,Qepje kirurgjike,33141121-4
,Prodhime kirurgjike,33141122-1
,Kontejnerët sharps,33141123-8
,Pads sharps,33141124-5
,Material për qepjet kirurgjike,33141125-2
,Penj,33141126-9
,Hemostatike të absorbueshme,33141127-6
,Gjilpëra për qepjet,33141128-3
,Kateterë,33141200-2
,Kateterë tullumbace,33141210-5
,Cannulae,33141220-8
,Dilator,33141230-1
,Pajisje kateteri,33141240-4
,"Venepunksioni, pajisje të marrjes së mostrave të gjakut",33141300-3
,Shiringa,33141310-6
,Gjilpëra mjekësore,33141320-9
,Gjilpëra anestezie,33141321-6
,Gjilpëra arteriale,33141322-3
,Gjilpëra biopsie,33141323-0
,Gjilpëra dializë,33141324-7
,Gjilpëra fistula,33141325-4
,Gjilpëra procedurale të radiologjisë,33141326-1
,Gjilpëra vented,33141327-8
,Gjilpëra epidural,33141328-5
,Gjilpëra amniocentesia,33141329-2
,Pinca dhe bisturi; dorashka kirurgjikale,33141400-4
,Pinca dhe bisturi; dorashka kirurgjikale,33141410-7
,Bisturi dhe teh mprehës,33141411-4
,Dorashka kirurgjikale,33141420-0
,Materiale konsumi hematologjike,33141500-5
,Produkte të gjakut,33141510-8
,Ekstrakte plasma,33141520-1
,Koagulantë gjaku,33141530-4
,Albuminë,33141540-7
,Heparin,33141550-0
,Organet e njeriut,33141560-3
,Gjaku i njeriut,33141570-6
,Gjaku i kafshëve,33141580-9
,"Kolektor dhe qese mbledhëse, mjete kullimi",33141600-6
,Qese mbledhëse,33141610-9
,Qese gjaku,33141613-0
,Qese plasma,33141614-7
,Qese urine,33141615-4
,Vegla mjekësore,33141620-2
,Incontinence kit,33141621-9
,Mjete parandaluese të sida-s,33141622-6
,Kuti të ndihmës së shpejtë,33141623-3
,Komplete administrimi,33141624-0
,Vegla diagnostike,33141625-7
,Vegla dozimi,33141626-4
,Filtra plazme të gjakut,33141630-5
,Kullime të gjakut,33141640-8
,Sonda,33141641-5
,Pajisje kullimi,33141642-2
,Furnizime ortopedike,33141700-7
,Paterica,33141710-0
,Mjete ndihmëse për ecje,33141720-3
,Qafore kirurgjike,33141730-6
,Këpucë ortopedike,33141740-9
,Nyje artificiale,33141750-2
,Allçi,33141760-5
,"Kunja, pllaka dhe pajisje për fraktura",33141770-8
,Materiale konsumi dentare,33141800-8
,Materiale dentare për mbushje,33141810-1
,Dhëmbë,33141820-4
,Dhëmbë prej porcelani,33141821-1
,Dhëmbë akriliku,33141822-8
,Bazë çimento,33141830-7
,Furnizime dentare hemostatike,33141840-0
,Produkte dentare higjienike,33141850-3
,Lanceta për marrjen e mostrave tës gjakut,33141900-9
,"Pajisje radioterapie, mekanoterapie, elektroterapi dhe pajisje terapie fizike",33150000-6
,Pajisje dhe furnizime të radioterapisë,33151000-3
,Pajisje terapi gama,33151100-4
,Pajisje terapie me rreze x,33151200-5
,Spektrografe,33151300-6
,Furnizime radioterapie,33151400-7
,Inkubatorë,33152000-0
,Lithotripter,33153000-7
,Pajisje mechanotherapy,33154000-4
,Pajisje terapie fizike,33155000-1
,Pajisje testimi psikologjik,33156000-8
,Pajisje të frymëmarrjes dhe të terapisë me gaz,33157000-5
,Maska gazi mjekësore,33157100-6
,Vegla oksigjeni,33157110-9
,Maska oksigjeni,33157200-7
,Tenda oksigjeni,33157300-8
,Pajisje mjekësore për frymëmarrje,33157400-9
,Dhoma hiperbarike,33157500-0
,Shishe tharëse për oksigjeno-terapi,33157700-2
,Njësia e administrimit te oksigjenit,33157800-3
,Njësi terapie oksigjeni,33157810-6
,"Trajtime elektrike, elektromagnetike dhe mekanike",33158000-2
,Njësi elektromagnetike,33158100-3
,Pajisje elektroterapi,33158200-4
,Stimulator,33158210-7
,Pajisje mjekësore me rreze ultravjollcë,33158300-5
,Njësia terapi mekanike,33158400-6
,Pajisje mjekësore me rreze infra të kuqe,33158500-7
,Sistemi kimie klinike,33159000-9
,Teknikat operative,33160000-9
,Njësi elektrokirurgjike,33161000-6
,Pajisje dhe instrumente për salla operacioni,33162000-3
,Pajisje për salla operacioni,33162100-4
,Instrumente për salla operacioni,33162200-5
,Tendë për përdorim mjekësor,33163000-0
,Pajisje për celioskopi,33164000-7
,Kolposkop,33164100-8
,Pajisje kriokirurgjike dhe krioterapie,33165000-4
,Pajisje dermatologjike,33166000-1
,Drita kirurgjike,33167000-8
,"Endoskopi, pajisje endokirurgjike",33168000-5
,Endoskop,33168100-6
,Instrumente kirurgjike,33169000-2
,Lazer kirurgjik,33169100-3
,Shporta kirurgjike,33169200-4
,Tabaka kirurgjike,33169300-5
,Enë kirurgjikale,33169400-6
,Sisteme gjurmimi dhe kontrolli në kirurgji,33169500-7
,Anestezi dhe reanimim,33170000-2
,Instrumente për anestezi dhe reanimim,33171000-9
,Instrumente për anestezi,33171100-0
,Maskë anestezie,33171110-3
,Instrumente për reanimim,33171200-1
,Maskë reanimimi,33171210-4
,Vegla ose pako për epidurale,33171300-2
,Pajisje për anestezi dhe reanimim,33172000-6
,Pajisje për anestezi,33172100-7
,Pajisje për reanimim,33172200-8
,Mbështetje funksionale,33180000-5
,Pajisje për suport të veshkave,33181000-2
,Pajisje hemodialize,33181100-3
,Filtra dializë,33181200-4
,Monitor individual hemodialize,33181300-5
,Aparat multipozicion për hemodializë,33181400-6
,Materiale konsumi nefrologjike,33181500-7
,Fluid renal,33181510-0
,Materiale konsumi për dializën e  veshkave,33181520-3
,Pajisje për suport të funksioneve kardiake,33182000-9
,Defibrilator kardiak,33182100-0
,Pajisje për stimulim kardiak,33182200-1
,Stimulues kardiak,33182210-4
,Valvula kardiake,33182220-7
,Barkushe kardiake,33182230-0
,Pjesë dhe aksesorë për stimulues kardiakë,33182240-3
,Bateri për stimulues kardiakë,33182241-0
,Pajisje për kirurgjinë e zemrës,33182300-2
,Pajisje për radiologji kardiake,33182400-3
,Pajisje për suport ortopedik,33183000-6
,Implante ortopedike,33183100-7
,Proteza ortopedike,33183200-8
,Pajisje osteosintetike,33183300-9
,Pjesë artificiale të trupit,33184000-3
,Implante kirurgjikale,33184100-4
,Proteza vaskulare,33184200-5
,Pjesë artificiale të zemrës,33184300-6
,Proteza të gjirit,33184400-7
,Proteza të brendshme të gjirit,33184410-0
,Proteza të jashtme të gjirit,33184420-3
,Endoproteza koronare,33184500-8
,Sy artificial,33184600-9
,Aparate dëgjimi,33185000-0
,Pjesë dhe aksesorë për aparate dëgjimi,33185100-1
,Implant koklear,33185200-2
,Implant otolaringologjik,33185300-3
,Laring artificial,33185400-4
,Implant për qarkullimin jashtë-trupor,33186000-7
,Oksigjenator,33186100-8
,Ngrohës gjaku dhe lëngjesh,33186200-9
,Pajisje dhe produkte të ndryshme mjekësore,33190000-8
,"Pajisje për sterilizim, dezinfektim dhe higjienë",33191000-5
,Sterilizator,33191100-6
,Autoklava,33191110-9
,Mobilje për përdorim mjekësor,33192000-2
,Shtretër për përdorim mjekësor,33192100-3
,Shtretër ortopedikë,33192110-6
,Shtretër spitalorë,33192120-9
,Shtretër me motor,33192130-2
,Kolltukë psikiatrike,33192140-5
,Shtretër terapie,33192150-8
,Barrela,33192160-1
,Tavolina mjekësore,33192200-4
,Tabela ekzaminimesh,33192210-7
,Tavolina operative,33192230-3
,"Mobilje për përdorim mjekësor, përveç shtretërve dhe tavolinave",33192300-5
,Pajisje për tërheqjen ose ngritjen e shtretërve mjekësorë,33192310-8
,Shishe mbajtëse të urinës,33192320-1
,Pajisje për transfuzion,33192330-4
,"Mobilje për salla operacioni, përveç tavolinave",33192340-7
,Kabinet për kultivime mjekësore,33192350-0
,Stacione pune dentare,33192400-6
,Karrige dentare,33192410-9
,Epruveta,33192500-7
,Pajisje ngritëse për sektorin e kujdesit shëndetësor,33192600-8
,"Automjete për invalidë, karrige me rrota dhe pajisje të ngjashme",33193000-9
,Automjete për invalidë dhe karrige me rrota,33193100-0
,Automjete për invalidë,33193110-3
,Karrige me rrota,33193120-6
,Karrige me rrota motorizuar,33193121-3
,Pjesë dhe pajisje të automjeteve për invalidë dhe karrigeve me rrota,33193200-1
,Pjesë dhe pajisje të automjeteve për invalidë,33193210-4
,Motorë të automjeteve për invalidë,33193211-1
,Pajisje drejtimi të automjeteve për invalidë,33193212-8
,Pajisje komandimi të automjeteve për invalidë,33193213-5
,Shasi të automjeteve për invalidë,33193214-2
,Pjesë dhe pajisje për karrige me rrota,33193220-7
,Jastekë për karrige me rrota,33193221-4
,Korniza të karrigeve me rrota,33193222-1
,Ndenjëse të karrigeve me rrota,33193223-8
,Rrota të karrigeve me rrota,33193224-5
,Goma të karrigeve me rrota,33193225-2
,Pajisje dhe instrumente për transfuzion dhe infuzion,33194000-6
,Pajisje dhe instrumente për infuzion,33194100-7
,Pompa për infuzioni,33194110-0
,Furnizime infuzioni,33194120-3
,Pajisje dhe instrumente për transfuzion,33194200-8
,Furnizime për transfuzionin e gjakut,33194210-1
,Pajisje për transfuzionin e gjakut,33194220-4
,Sistem i monitorimit të pacientit në distancë,33195000-3
,Monitorë,33195100-4
,Monitorues të rrugëve të frymëmarrjes,33195110-7
,Stacion i monitorimit qëndror,33195200-5
,Ndihma mjekësore,33196000-0
,Pajisje për të moshuarit,33196100-1
,Pajisje për persona me aftësi të kufizuar,33196200-2
,Pajisje mjekësore kompjuterike,33197000-7
,Artikuj letre për përdorim spitalor,33198000-4
,Fasha letre,33198100-5
,Qese ose mbështjellëse letre për sterilizim,33198200-6
,Veshje për personelin mjekësor,33199000-1
,Produkte farmaceutike,33600000-6
,Produkte mjekësore për traktin ushqimor dhe metabolizmin,33610000-9
,Produkte mjekësore për çrregullime që lihen me acidet,33611000-6
,Produkte mjekësore për çrregullime funksionale gastrointestinale,33612000-3
,Laksativë,33613000-0
,"Antidiarretikë, agjentë anti-inflamatore / anti-infektive intestinale",33614000-7
,Produkte medicinale që përdoren në diabet,33615000-4
,Insulinë,33615100-5
,Vitamina,33616000-1
,Provitamina,33616100-2
,Integrator mineralë,33617000-8
,"Produkte mjekësore për gjakun dhe organet e formimit të gjakut dhe sistemin
kardiovaskular",33620000-2
,Produkte mjekësore për gjakun dhe organet e formimit të gjakut,33621000-9
,Agjentë antitrombike,33621100-0
,Antihemoragjikë,33621200-1
,Preparate antianemike,33621300-2
,Zëvendësues të gjakut dhe solucione perfuzioni,33621400-3
,Produkte mjekësore për sistemin kardiovaskular,33622000-6
,Produkte mjekësore për terapi kardiake,33622100-7
,Antihipertensivë,33622200-8
,Diuretikë,33622300-9
,Vazoprotektorë,33622400-0
,Produkte antihemorroide për përdorim ditor,33622500-1
,Agjentë beta-bllokues,33622600-2
,Bllokues të kanalit të kalciumit,33622700-3
,Agjentë që veprojnë në sistemin renin-angiotensin,33622800-4
,Produkte medicinale për dermatologji dhe sistemi muskulo-skeletor,33630000-5
,Produkte medicinale për dermatologji,33631000-2
,Antifungi për përdorim dermatologjik,33631100-3
,Acide salicilike,33631110-6
,Zbutës dhe mbrojtës,33631200-4
,Antipsoriatikë,33631300-5
,Antibiotikë dhe kemioterapeutikë për përdorim dermatologjik,33631400-6
,Kortikosteroide për përdorim dermatologjik dhe preparate dermatologjike,33631500-7
,Antiseptikë dhe dizinfektues,33631600-8
,Përgatitje antipuçrra fytyre,33631700-9
,Produktet medicinale për sistemin musculo-skeletor,33632000-9
,Produktet anti-inflamator dhe antireumatizmale,33632100-0
,Relaksues muskujsh,33632200-1
,Përgatitjet antigot,33632300-2
,Produkte mjekësore për sistemin urogjenital dhe hormonet,33640000-8
,Produkte mjekësore për sistemin urogjenital dhe hormonet seksuale,33641000-5
,Anti-infektivë dhe antiseptikë gjinekologjike,33641100-6
,Gynaecologicals tjera,33641200-7
,Hormone seksuale dhe modulatorë të sistemit gjenital,33641300-8
,Kontraceptivë,33641400-9
,Kontraceptivë orale,33641410-2
,Kontraceptivë kimikë,33641420-5
,Përgatitje sistemike hormonale me përjashtim të hormoneve seksuale,33642000-2
,"Hormone të hipofizës,  hypotalamike dhe të ngjashme me to",33642100-3
,Kortikosteroide për përdorim sistematik,33642200-4
,Produkte mjekësore për terapi tiroidesh,33642300-5
,"Anti-infektivë të përgjithshëm për përdorim sistematik, vaksina, agjentë
antineoplastike dhe imuno-modulatorë",33650000-1
,Anti-infektivë të përgjithshëm për përdorim sistematik dhe vaksina,33651000-8
,Antibacterials për përdorim sistematik,33651100-9
,Antimykotike për përdorim sistemik,33651200-0
,Anti-myko-bakteriale,33651300-1
,Antiviralë për përdorim sistematik,33651400-2
,Sera-imune dhe imunoglobulina,33651500-3
,Antiserume,33651510-6
,Imunoglobulina,33651520-9
,Vaksina,33651600-4
,Vaksina difteria-pertus-tetanoz,33651610-7
,Vaksina difteri-tetanozi,33651620-0
,Vaksina bcg (të thata),33651630-3
,Vaksina fruthi-shyta-rubeola,33651640-6
,Vaksina tifo,33651650-9
,Vaksina e gripit,33651660-2
,Vaksina polio,33651670-5
,Vaksina hepatiti b,33651680-8
,Vaksint për mjekësi veterinare,33651690-1
,Agjentë anti-neoplastikë dhe imuno-modulatorë,33652000-5
,Agjentë antineoplastikë,33652100-6
,Produkte mjekësore për terapi endokrine,33652200-7
,Agjentët imunosupresivë,33652300-8
,Produkte mjekësore për sistemin nervor dhe organet shqisore,33660000-4
,Produkte mjekësore për sistemin nervor,33661000-1
,Anestetikë,33661100-2
,Analgjezikë,33661200-3
,Antiepilepitikë,33661300-4
,Produkte mjekësore anti-parkinson,33661400-5
,Psikoleptikë,33661500-6
,Psikoanaleptikë,33661600-7
,Produkte të tjera mjekësore për sistemin nervor,33661700-8
,Produkte mjekësore për organet shqisore,33662000-8
,Produkte oftalmologjike,33662100-9
,Produkte mjekësore për sistemin e frymëmarrjes,33670000-7
,Produkte mjekësore për sëmundjet obstruktive te rrugeve te frymemarrjes,33673000-8
,Preparate për kollë dhe të ftohtin,33674000-5
,Anti-histaminikë për përdorim sistematik,33675000-2
,Artikuj farmaceutikë,33680000-0
,"Biberon, mburoja gjiri dhe artikuj të ngjashëm për bebe",33681000-7
,Pllaka gome,33682000-4
,Jastekë gome,33683000-1
,Produkte të ndryshme mjekësore,33690000-3
,"Produkte antiparasitike, insekticide dhe repellents",33691000-0
,Antiprotozoare,33691100-1
,Antielmintike,33691200-2
,"Ectoparasiticides, incl. scabicides, insekticide dhe repellents",33691300-3
,Solucione mjekësore,33692000-7
,Solucione infuzioni,33692100-8
,Solucione për ushqyerjen parenterale,33692200-9
,Produkte për ushqyerjen parenterale,33692210-2
,Produkte ushqimore enteral,33692300-0
,Solucione për perfuzion,33692400-1
,Solucine të injektueshme,33692500-2
,Lëngje intravenoze,33692510-5
,Solucione galenike,33692600-3
,Solucione me bazë glukoze,33692700-4
,Solucione për dializë,33692800-5
,Produkte të tjera terapeutike,33693000-4
,Toksina,33693100-5
,Zëvendësues të nikotinës,33693200-6
,Trajtime për varësi,33693300-7
,Agjentë diagnostikë,33694000-1
,Të gjitha produktet e tjera mjekësore jo-terapeutike,33695000-8
,Reagentë dhe mjete kontrasti,33696000-5
,Reagentë për përcaktimin e grupit të gjakut,33696100-6
,Reagentë për analizat e gjakut,33696200-7
,Reagentë kimikë,33696300-8
,Reagentë izotopikë,33696400-9
,Reagentë për laborator,33696500-0
,Reagentë për elektroforezë,33696600-1
,Reagentë urologjikë,33696700-2
,Produkte kontrasti radiologjik,33696800-3
,Preparatet mjekësore me përjashtim të atyre të konsumit dentar,33697000-2
,Preparate për klizmë,33697100-3
,Çimento për rikonstruksionin e kockave,33697110-6
,Produkte klinike,33698000-9
,Kultura mikrobiologjike,33698100-0
,Gjëndra dhe ekstrakte të tyre,33698200-1
,Substanca peptike,33698300-2
,Produkte te kujdesit personal,33700000-7
,"Parfume, artikuj tualeti dhe prezervativë",33710000-0
,Parfume dhe preparate tualeti,33711000-7
,Ujëra tualeti,33711100-8
,Deodorante,33711110-1
,Antidjersë,33711120-4
,Kolonjë,33711130-7
,Parfume,33711140-0
,Ujë trëndafilash,33711150-3
,Produkte për trukim,33711200-9
,Preparate për manikyr ose pedikyr,33711300-0
,Produkte bukurie,33711400-1
,Shkopinj pambuku për paastrimin e veshëve,33711410-4
,Mjete kozmetike,33711420-7
,Peceta higjenike një-përdorimshme,33711430-0
,Shkëlqyes buzësh,33711440-3
,Tatuazhe,33711450-6
,Produkte për kujdesin ndaj lëkurës,33711500-2
,Produkte për mbrojtjen nga dielli,33711510-5
,Xhel për banjo,33711520-8
,Kapuç dushi,33711530-1
,Kremra ose locione para-farmaceutike,33711540-4
,Preparate dhe artikuj për flokët,33711600-3
,Shampo,33711610-6
,Krëhëra,33711620-9
,Paruke,33711630-2
,Mjete për kujdesin e thonjve,33711640-5
,Artikuj dhe preparate për higjienën orale apo të dhëmbëve,33711700-4
,Furçë dhëmbësh,33711710-7
,Pastë dhëmbësh,33711720-0
,Shkopinj për të pastruar dhëmbët,33711730-3
,Freskues goje,33711740-6
,Shpërlarës goje,33711750-9
,Pe për të pastruar dhëmbët,33711760-2
,Biberon dhe qetësues fëmijësh,33711770-5
,Tableta për pastrimin e dhëmbëve,33711780-8
,Vegla dentare,33711790-1
,Preparate për rroje,33711800-5
,Krem rroje,33711810-8
,Sapun,33711900-6
,Prezervativë,33712000-4
,Produkte te kujdesit të këmbëve,33713000-1
,Makina rroje dhe komplete për manikyr apo pedikyr,33720000-3
,Makina rroje,33721000-0
,Brisk rroje,33721100-1
,Makina rroje elektrike,33721200-2
